Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2015","2015","An","468000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2016","2016","An","504000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2017","2017","An","532870","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2018","2018","An","518000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2019","2019","An","551000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2020","2020","An","557000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2021","2021","An","575000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2022","2022","An","570000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2023","2023","An","566000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02123","Goats","2024","2024","An","552000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2010","2010","t","11626123","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2011","2011","t","11641718","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2012","2012","t","11675448","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2013","2013","t","12212690","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2014","2014","t","12473023","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2015","2015","t","13330873","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2016","2016","t","14324294","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2017","2017","t","14297361","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2018","2018","t","14090000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2019","2019","t","14555000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2020","2020","t","14522000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2021","2021","t","14217250","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2022","2022","t","14533740","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2023","2023","t","14685300","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02211","Raw milk of cattle","2024","2024","t","14348210","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2010","2010","t","178950","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2011","2011","t","193710","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2012","2012","t","217330","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2013","2013","t","196365.61","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2014","2014","t","209160.39","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2015","2015","t","220370.05","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2016","2016","t","235168.33","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2017","2017","t","246970.09","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2018","2018","t","335000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2019","2019","t","386000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2020","2020","t","407000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2021","2021","t","387840","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2022","2022","t","445220","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2023","2023","t","427260","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02292","Raw milk of goats","2024","2024","t","463880","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02291","Raw milk of sheep","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02291","Raw milk of sheep","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02291","Raw milk of sheep","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02291","Raw milk of sheep","2021","2021","t","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5510","Production","02291","Raw milk of sheep","2022","2022","t","0","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2010","2010","An","1129500","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2011","2011","An","1088490","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2012","2012","An","1042760","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2013","2013","An","1033570","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2014","2014","An","1076000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2015","2015","An","1032000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2016","2016","An","1040000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2017","2017","An","798830","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2018","2018","An","743000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2019","2019","An","758000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2020","2020","An","710000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2021","2021","An","729000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2022","2022","An","723000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2023","2023","An","665000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2024","2024","An","607000","A","Official figure",""
